2025-04-04 19:20:09,N/A
2025-04-04 19:27:31,0.169036
2025-04-04 19:27:31,N/A
2025-04-04 19:31:37,0.169516
2025-04-04 19:34:47,0.169188
2025-04-04 22:48:28,0.170691
2025-04-05 11:22:38,0.169562
2025-04-05 16:30:02,0.167146
2025-04-05 16:34:21,0.167343
2025-04-05 16:35:02,0.167343
2025-04-05 16:35:15,0.167343
2025-04-05 16:35:38,0.167307
2025-04-05 16:40:01,0.167462
2025-04-05 16:40:30,0.167462
2025-04-05 16:45:01,0.16752
2025-04-05 16:50:01,0.167261
2025-04-05 16:55:01,0.167112
2025-04-05 17:00:01,0.167277
2025-04-05 17:05:02,0.16739
2025-04-05 17:10:01,0.167134
2025-04-05 17:15:01,0.167283
2025-04-05 17:20:01,0.167595
2025-04-05 17:25:01,0.167829
2025-04-05 17:30:01,0.168021
2025-04-05 17:35:02,0.168098
2025-04-05 17:40:01,0.167995
2025-04-05 17:45:01,0.168054
2025-04-05 17:50:02,0.168088
2025-04-05 17:55:01,0.167997
